"ANSWER","CATEGORY","CORRECTS","DIFFICULTY","ID","NEGS","RATING","SCORE","SIZE"
"john brown","18","0","8","10426","0","1595.0","160.0","1"
"lee","18","0","8","10427","0","1595.0","160.0","1"
"simon bolivar","18","0","8","10428","0","1595.0","160.0","1"
"basques","18","0","8","10429","0","1595.0","160.0","1"
"sri lanka","18","0","8","10430","0","1595.0","160.0","1"
"new york city","18","0","8","10431","0","1595.0","160.0","1"
"malleus maleficarum","18","0","8","10432","0","1595.0","160.0","1"
"battle of bouvines","18","0","8","10433","0","1595.0","160.0","1"
"qing dynasty","18","0","8","10434","0","1595.0","160.0","1"
"catherine the great","18","0","8","10435","0","1595.0","160.0","1"
"munich massacre","18","0","8","10436","0","1595.0","160.0","1"
"alexandria","18","0","8","10437","0","1595.0","160.0","1"
"boniface viii","18","0","8","10438","0","1595.0","160.0","1"
"henry iv","18","0","8","10439","0","1595.0","160.0","1"
"gregory","18","0","8","10440","0","1595.0","160.0","1"
"nicaragua","18","0","8","10441","0","1595.0","160.0","1"
"mayans","18","0","8","10442","0","1595.0","160.0","1"
"wallace","18","0","8","10443","0","1595.0","160.0","1"
"czechoslovakia","18","0","8","10444","0","1595.0","160.0","1"
"arabic","18","0","8","10445","0","1595.0","160.0","1"
"industrial workers of the world","18","0","8","10446","0","1595.0","160.0","1"
"amerigo vespucci","18","0","8","10447","0","1595.0","160.0","1"
"columbia university","18","0","8","10448","0","1595.0","160.0","1"
"james buchanan","18","0","8","10449","0","1595.0","160.0","1"
"ramses ii","18","0","8","10450","0","1595.0","160.0","1"
"second battle of tannenberg","18","0","8","10451","0","1595.0","160.0","1"
"lewis cass","18","0","8","10452","0","1595.0","160.0","1"
"gaul","18","0","8","10453","0","1595.0","160.0","1"
"russian america","18","0","8","10454","0","1595.0","160.0","1"
"palmyra","18","0","8","10455","0","1595.0","160.0","1"
"mapuche","18","0","8","10456","0","1595.0","160.0","1"
"bees","18","0","8","10457","0","1595.0","160.0","1"
"beaches","18","0","8","10458","0","1595.0","160.0","1"
"gurkhas","18","0","8","10459","0","1595.0","160.0","1"
"catalonia","18","0","8","10460","0","1595.0","160.0","1"
"horses","18","0","8","10461","0","1595.0","160.0","1"
"dorr's rebellion","18","0","8","10462","0","1595.0","160.0","1"
"ashurbanipal","18","0","8","10463","0","1595.0","160.0","1"
"zaibatsu","18","0","8","10464","0","1595.0","160.0","1"
"yalu river","18","0","8","10465","0","1595.0","160.0","1"
"benjamin lincoln","18","0","8","10466","0","1595.0","160.0","1"
"sikh empire","18","0","8","10467","0","1595.0","160.0","1"
"kingdom of hawaii","18","0","8","10468","0","1595.0","160.0","1"
"baku","18","0","8","10469","0","1595.0","160.0","1"
"frankfurt parliament","18","0","8","10470","0","1595.0","160.0","1"
"great northern war","18","0","8","10471","0","1595.0","160.0","1"
"cossacks","18","0","8","10472","0","1595.0","160.0","1"
"wales","18","0","8","10473","0","1595.0","160.0","1"
"battle of marathon","18","0","8","10474","0","1595.0","160.0","1"
"detroit","18","0","8","10475","0","1595.0","160.0","1"
"ottoman empire","18","0","8","10476","0","1595.0","160.0","1"
"republic of cyprus","18","0","8","10477","0","1595.0","160.0","1"
"the sun","18","0","8","10478","0","1595.0","160.0","1"
"bela kun","18","0","8","10479","0","1595.0","160.0","1"
"equatorial guinea","18","0","8","10480","0","1595.0","160.0","1"
"manas","18","0","8","10481","0","1595.0","160.0","1"
"sui dynasty","18","0","8","10482","0","1595.0","160.0","1"
"cathars","18","0","8","10483","0","1595.0","160.0","1"
"eta","18","0","8","10484","0","1595.0","160.0","1"
"hawaii","18","0","8","10485","0","1595.0","160.0","1"
"king zog i of albania","18","0","8","10486","0","1595.0","160.0","1"
"greek civil war","18","0","8","10487","0","1595.0","160.0","1"
"theaters","18","0","8","10488","0","1595.0","160.0","1"
"railroad industry","18","0","8","10489","0","1595.0","160.0","1"
"bonaparte","18","0","8","10490","0","1595.0","160.0","1"
"pius","18","0","8","10491","0","1595.0","160.0","1"
"the netherlands","18","0","8","10492","0","1595.0","160.0","1"
"mexican revolution","18","0","8","10493","0","1595.0","160.0","1"
"draco","18","0","8","10494","0","1595.0","160.0","1"
"united fruit company","18","0","8","10495","0","1595.0","160.0","1"
"iceland","18","0","8","10496","0","1595.0","160.0","1"
"austria","18","0","8","10497","0","1595.0","160.0","1"
"october crisis","18","0","8","10498","0","1595.0","160.0","1"
"ghana empire","18","0","8","10499","0","1595.0","160.0","1"
"opium","18","0","8","10500","0","1595.0","160.0","1"
"pompey the great","18","0","8","10501","0","1595.0","160.0","1"
"dragons","18","0","8","10502","0","1595.0","160.0","1"
"battle of san juan hill","18","0","8","10503","0","1595.0","160.0","1"
"john dickinson","18","0","8","10504","0","1595.0","160.0","1"
"bangkok","18","0","8","10505","0","1595.0","160.0","1"
"panama","18","0","8","10506","0","1595.0","160.0","1"
"algeria","18","0","8","10507","0","1595.0","160.0","1"
"rush","18","0","8","10508","0","1595.0","160.0","1"
"bacon's rebellion","18","0","8","10509","0","1595.0","160.0","1"
"porphyry","18","0","8","10510","0","1595.0","160.0","1"
"jameson raid","18","0","8","10511","0","1595.0","160.0","1"
"henry","18","0","8","10512","0","1595.0","160.0","1"
"clayton antitrust act","18","0","8","10513","0","1595.0","160.0","1"
"battle of chickamauga","18","0","8","10514","0","1595.0","160.0","1"
"rosie the riveter","18","0","8","10515","0","1595.0","160.0","1"
"sweden","18","0","8","10516","0","1595.0","160.0","1"
"baghdad","18","0","8","10517","0","1595.0","160.0","1"
"national industrial recovery act","18","0","8","10518","0","1595.0","160.0","1"
"tang dynasty","18","0","8","10519","0","1595.0","160.0","1"
"robert walpole","18","0","8","10520","0","1595.0","160.0","1"
"war of the three henrys","18","0","8","10521","0","1595.0","160.0","1"
"nigeria","18","0","8","10522","0","1595.0","160.0","1"
"chad","18","0","8","10523","0","1595.0","160.0","1"
"new south wales","18","0","8","10524","0","1595.0","160.0","1"
"wyoming","18","0","8","10525","0","1595.0","160.0","1"
"republic of ecuador","18","0","8","10526","0","1595.0","160.0","1"
"montana","18","0","8","10527","0","1595.0","160.0","1"
"emancipation proclamation","18","0","8","10528","0","1595.0","160.0","1"
"han dynasty","18","0","8","10529","0","1595.0","160.0","1"
"russo-japanese war","18","0","8","10530","0","1595.0","160.0","1"
"flowers","18","0","8","10531","0","1595.0","160.0","1"
"sulla","18","0","8","10532","0","1595.0","160.0","1"
"great britain","18","0","8","10533","0","1595.0","160.0","1"
"steel","18","0","8","10534","0","1595.0","160.0","1"
"justinian i","18","0","8","10535","0","1595.0","160.0","1"
"ghana","18","0","8","10536","0","1595.0","160.0","1"
"trajan","18","0","8","10537","0","1595.0","160.0","1"
"el salvador","18","0","8","10538","0","1595.0","160.0","1"
"bernardo o'higgins","18","0","8","10539","0","1595.0","160.0","1"
"the duke of wellington","18","0","8","10540","0","1595.0","160.0","1"
"demosthenes","18","0","8","10541","0","1595.0","160.0","1"
"jomo kenyatta","18","0","8","10542","0","1595.0","160.0","1"
"battle of long island","18","0","8","10543","0","1595.0","160.0","1"
"jules ferry","18","0","8","10544","0","1595.0","160.0","1"
"samarkand","18","0","8","10545","0","1595.0","160.0","1"
"mauritania","18","0","8","10546","0","1595.0","160.0","1"
"clovis","18","0","8","10547","0","1595.0","160.0","1"
"emmeline pankhurst","18","0","8","10548","0","1595.0","160.0","1"
"braganza","18","0","8","10549","0","1595.0","160.0","1"
"fiume","18","0","8","10550","0","1595.0","160.0","1"
"gamal abdel nasser","18","0","8","10551","0","1595.0","160.0","1"
"james ramsay macdonald","18","0","8","10552","0","1595.0","160.0","1"
"gallipoli campaign","18","0","8","10553","0","1595.0","160.0","1"
"white","18","0","8","10554","0","1595.0","160.0","1"
"atlantic ocean","18","0","8","10555","0","1595.0","160.0","1"
"kingdom of hungary","18","0","8","10556","0","1595.0","160.0","1"
"east germany","18","0","8","10557","0","1595.0","160.0","1"
"battle of berlin","18","0","8","10558","0","1595.0","160.0","1"
"pittsburgh","18","0","8","10559","0","1595.0","160.0","1"
"amritsar","18","0","8","10560","0","1595.0","160.0","1"
"horace greeley","18","0","8","10561","0","1595.0","160.0","1"
"stasi","18","0","8","10562","0","1595.0","160.0","1"
"bartolom de las casas","18","0","8","10563","0","1595.0","160.0","1"
"petition of right","18","0","8","10564","0","1595.0","160.0","1"
"anwar sadat","18","0","8","10565","0","1595.0","160.0","1"
"assyrian empire","18","0","8","10566","0","1595.0","160.0","1"
"ivan the terrible","18","0","8","10567","0","1595.0","160.0","1"
"tibet","18","0","8","10568","0","1595.0","160.0","1"
"battle of alesia","18","0","8","10569","0","1595.0","160.0","1"
"suriname","18","0","8","10570","0","1595.0","160.0","1"
"oriental republic of uruguay","18","0","8","10571","0","1595.0","160.0","1"
"lord palmerston","18","0","8","10572","0","1595.0","160.0","1"
"battle of monte cassino","18","0","8","10573","0","1595.0","160.0","1"
"caracalla","18","0","8","10574","0","1595.0","160.0","1"
"whitewater scandal","18","0","8","10575","0","1595.0","160.0","1"
"battle of leuctra","18","0","8","10576","0","1595.0","160.0","1"
"the anti-saloon league","18","0","8","10577","0","1595.0","160.0","1"
"estonia","18","0","8","10578","0","1595.0","160.0","1"
"edward iv of england","18","0","8","10579","0","1595.0","160.0","1"
"henry stimson","18","0","8","10580","0","1595.0","160.0","1"
"safavid dynasty","18","0","8","10581","0","1595.0","160.0","1"
"philip ii","18","0","8","10582","0","1595.0","160.0","1"
"black","18","0","8","10583","0","1595.0","160.0","1"
"john sherman","18","0","8","10584","0","1595.0","160.0","1"
"uruk","18","0","8","10585","0","1595.0","160.0","1"
"khmer empire","18","0","8","10586","0","1595.0","160.0","1"
"battle of marengo","18","0","8","10587","0","1595.0","160.0","1"
"dirty war","18","0","8","10588","0","1595.0","160.0","1"
"william ii","18","0","8","10589","0","1595.0","160.0","1"
"vice president of the united states","18","0","8","10590","0","1595.0","160.0","1"
"march on washington for jobs and freedom","18","0","8","10591","0","1595.0","160.0","1"
"iroquois","18","0","8","10592","0","1595.0","160.0","1"
"viceroyalty of peru","18","0","8","10593","0","1595.0","160.0","1"
"denmark vesey","18","0","8","10594","0","1595.0","160.0","1"
"otto the great","18","0","8","10595","0","1595.0","160.0","1"
"battle of kosovo","18","0","8","10596","0","1595.0","160.0","1"
"washington, d.c.","18","0","8","10597","0","1595.0","160.0","1"
"president of the republic of texas","18","0","8","10598","0","1595.0","160.0","1"
"franco-prussian war","18","0","8","10599","0","1595.0","160.0","1"
"battle of stamford bridge","18","0","8","10600","0","1595.0","160.0","1"
"kingdom of spain","18","0","8","10601","0","1595.0","160.0","1"
"collaborating with the persians","18","0","8","10602","0","1595.0","160.0","1"
"chicago tribune","18","0","8","10603","0","1595.0","160.0","1"
"battle of pavia","18","0","8","10604","0","1595.0","160.0","1"
"elbridge gerry","18","0","8","10605","0","1595.0","160.0","1"
"battle of the dunes","18","0","8","10606","0","1595.0","160.0","1"
"mamluks","18","0","8","10607","0","1595.0","160.0","1"
"sikhism","19","0","8","10608","0","1585.0","320.0","3"
"mahavira","19","0","8","10609","0","1590.0","240.0","2"
"mary","19","0","8","10610","0","1590.0","240.0","2"
"flowers","19","0","8","10611","0","1590.0","240.0","2"
"guru gobind singh","19","0","8","10612","0","1590.0","240.0","2"
"koreans","19","0","8","10613","0","1590.0","240.0","2"
"buddhist monks","19","0","8","10614","0","1590.0","240.0","2"
"confirmation","19","0","8","10615","0","1590.0","240.0","2"
"pure land buddhism","19","0","8","10616","0","1590.0","240.0","2"
"wedding","19","0","8","10617","0","1595.0","160.0","1"
"gnosticism","19","0","8","10618","0","1595.0","160.0","1"
"the","19","0","8","10619","0","1595.0","160.0","1"
"jerusalem","19","0","8","10620","0","1595.0","160.0","1"
"tertullian","19","0","8","10621","0","1595.0","160.0","1"
"cornelius jansen","19","0","8","10622","0","1595.0","160.0","1"
"vegetarianism","19","0","8","10623","0","1595.0","160.0","1"
"jesus christ","19","0","8","10624","0","1595.0","160.0","1"
"japan","19","0","8","10625","0","1595.0","160.0","1"
"federative republic of brazil","19","0","8","10626","0","1595.0","160.0","1"
"abraham","19","0","8","10627","0","1595.0","160.0","1"
"jacob","19","0","8","10628","0","1595.0","160.0","1"
"moses","19","0","8","10629","0","1595.0","160.0","1"
"zen buddhism","19","0","8","10630","0","1595.0","160.0","1"
"bhima","19","0","8","10631","0","1595.0","160.0","1"
"i ching","19","0","8","10632","0","1595.0","160.0","1"
"salat","19","0","8","10633","0","1595.0","160.0","1"
"children","19","0","8","10634","0","1595.0","160.0","1"
"messiah","19","0","8","10635","0","1595.0","160.0","1"
"jainism","19","0","8","10636","0","1595.0","160.0","1"
"adam","19","0","8","10637","0","1595.0","160.0","1"
"tisha b'av","19","0","8","10638","0","1595.0","160.0","1"
"loa","19","0","8","10639","0","1595.0","160.0","1"
"book of isaiah","19","0","8","10640","0","1595.0","160.0","1"
"rastafarianism","19","0","8","10641","0","1595.0","160.0","1"
"fire","19","0","8","10642","0","1595.0","160.0","1"
"baha'i","19","0","8","10643","0","1595.0","160.0","1"
"sri lanka","19","0","8","10644","0","1595.0","160.0","1"
"rastafari movement","19","0","8","10645","0","1595.0","160.0","1"
"voodoo","19","0","8","10646","0","1595.0","160.0","1"
"pentecostalism","19","0","8","10647","0","1595.0","160.0","1"
"book of ezra","19","0","8","10648","0","1595.0","160.0","1"
"imams","19","0","8","10649","0","1595.0","160.0","1"
"aaron","19","0","8","10650","0","1595.0","160.0","1"
"federal democratic republic of ethiopia","19","0","8","10651","0","1595.0","160.0","1"
"gabriel","19","0","8","10652","0","1595.0","160.0","1"
"nestorianism","19","0","8","10653","0","1595.0","160.0","1"
"elisha","19","0","8","10654","0","1595.0","160.0","1"
"hindu temples","19","0","8","10655","0","1595.0","160.0","1"
"drums","19","0","8","10656","0","1595.0","160.0","1"
"paper","19","0","8","10657","0","1595.0","160.0","1"
"guide for the perplexed","19","0","8","10658","0","1595.0","160.0","1"
"cathars","19","0","8","10659","0","1595.0","160.0","1"
"book of daniel","19","0","8","10660","0","1595.0","160.0","1"
"st. helena of constantinople","19","0","8","10661","0","1595.0","160.0","1"
"chickens","19","0","8","10662","0","1595.0","160.0","1"
"the netherlands","19","0","8","10663","0","1595.0","160.0","1"
"manichaeism","19","0","8","10664","0","1595.0","160.0","1"
"nowruz","19","0","8","10665","0","1595.0","160.0","1"
"marriage","19","0","8","10666","0","1595.0","160.0","1"
"samaritans","19","0","8","10667","0","1595.0","160.0","1"
"baghdad","19","0","8","10668","0","1595.0","160.0","1"
"fasting","19","0","8","10669","0","1595.0","160.0","1"
"john calvin","19","0","8","10670","0","1595.0","160.0","1"
"nebuchadnezzar ii","19","0","8","10671","0","1595.0","160.0","1"
"king solomon","19","0","8","10672","0","1595.0","160.0","1"
"mormonism","19","0","8","10673","0","1595.0","160.0","1"
"behemoths","19","0","8","10674","0","1595.0","160.0","1"
"tibet","19","0","8","10675","0","1595.0","160.0","1"
"the moon","19","0","8","10676","0","1595.0","160.0","1"
"atlanta","20","0","8","10677","0","1590.0","240.0","2"
"belize","20","0","8","10678","0","1590.0","240.0","2"
"irrawaddy river","20","0","8","10679","0","1590.0","240.0","2"
"south dakota","20","0","8","10680","0","1590.0","240.0","2"
"mindanao","20","0","8","10681","0","1595.0","160.0","1"
"senegal","20","0","8","10682","0","1595.0","160.0","1"
"russia","20","0","8","10683","0","1595.0","160.0","1"
"santiago","20","0","8","10684","0","1595.0","160.0","1"
"navarre","20","0","8","10685","0","1595.0","160.0","1"
"beirut","20","0","8","10686","0","1595.0","160.0","1"
"jamaica","20","0","8","10687","0","1595.0","160.0","1"
"seattle","20","0","8","10688","0","1595.0","160.0","1"
"utah","20","0","8","10689","0","1595.0","160.0","1"
"milano","20","0","8","10690","0","1595.0","160.0","1"
"texas","20","0","8","10691","0","1595.0","160.0","1"
"australia","20","0","8","10692","0","1595.0","160.0","1"
"libya","20","0","8","10693","0","1595.0","160.0","1"
"new brunswick","20","0","8","10694","0","1595.0","160.0","1"
"orinoco river","20","0","8","10695","0","1595.0","160.0","1"
"orange river","20","0","8","10696","0","1595.0","160.0","1"
"republic of cuba","20","0","8","10697","0","1595.0","160.0","1"
"tanzania","20","0","8","10698","0","1595.0","160.0","1"
"new mexico","20","0","8","10699","0","1595.0","160.0","1"
"nepal","20","0","8","10700","0","1595.0","160.0","1"
"sri lanka","20","0","8","10701","0","1595.0","160.0","1"
"tierra del fuego","20","0","8","10702","0","1595.0","160.0","1"
"vancouver","20","0","8","10703","0","1595.0","160.0","1"
"hippodrome of constantinople","20","0","8","10704","0","1595.0","160.0","1"
"serbia","20","0","8","10705","0","1595.0","160.0","1"
"wartburg castle","20","0","8","10706","0","1595.0","160.0","1"
"cordoba","20","0","8","10707","0","1595.0","160.0","1"
"mount everest","20","0","8","10708","0","1595.0","160.0","1"
"rhone river","20","0","8","10709","0","1595.0","160.0","1"
"lake victoria","20","0","8","10710","0","1595.0","160.0","1"
"christmas","20","0","8","10711","0","1595.0","160.0","1"
"the netherlands","20","0","8","10712","0","1595.0","160.0","1"
"bangkok","20","0","8","10713","0","1595.0","160.0","1"
"north dakota","20","0","8","10714","0","1595.0","160.0","1"
"guam","20","0","8","10715","0","1595.0","160.0","1"
"sweden","20","0","8","10716","0","1595.0","160.0","1"
"wyoming","20","0","8","10717","0","1595.0","160.0","1"
"teton range","20","0","8","10718","0","1595.0","160.0","1"
"chile","20","0","8","10719","0","1595.0","160.0","1"
"mexico city","20","0","8","10720","0","1595.0","160.0","1"
"austin","20","0","8","10721","0","1595.0","160.0","1"
"lapland","20","0","8","10722","0","1595.0","160.0","1"
"estonia","20","0","8","10723","0","1595.0","160.0","1"
"black","20","0","8","10724","0","1595.0","160.0","1"
"luzon","20","0","8","10725","0","1595.0","160.0","1"
"rio de janeiro","20","0","8","10726","0","1595.0","160.0","1"
"union of the comoros","20","0","8","10727","0","1595.0","160.0","1"
"andrea mantegna","21","0","8","10728","0","1580.0","400.0","4"
"david hockney","21","0","8","10729","0","1585.0","320.0","3"
"spain","21","0","8","10730","0","1585.0","320.0","3"
"giacomo meyerbeer","21","0","8","10731","0","1585.0","320.0","3"
"henry moore","21","0","8","10732","0","1585.0","320.0","3"
"sergei prokofiev","21","0","8","10733","0","1585.0","320.0","3"
"andrea del sarto","21","0","8","10734","0","1585.0","320.0","3"
"france","21","0","8","10735","0","1585.0","320.0","3"
"giorgio de chirico","21","0","8","10736","0","1585.0","320.0","3"
"gustave courbet","21","0","8","10737","0","1585.0","320.0","3"
"karlheinz stockhausen","21","0","8","10738","0","1585.0","320.0","3"
"robert schumann","21","0","8","10739","0","1590.0","240.0","2"
"yukio mishima","21","0","8","10740","0","1590.0","240.0","2"
"russia","21","0","8","10741","0","1590.0","240.0","2"
"wolfgang amadeus mozart","21","0","8","10742","0","1590.0","240.0","2"
"zaha hadid","21","0","8","10743","0","1590.0","240.0","2"
"portugal","21","0","8","10744","0","1590.0","240.0","2"
"italy","21","0","8","10745","0","1590.0","240.0","2"
"carthage","21","0","8","10746","0","1590.0","240.0","2"
"japan","21","0","8","10747","0","1590.0","240.0","2"
"arshile gorky","21","0","8","10748","0","1590.0","240.0","2"
"8","21","0","8","10749","0","1590.0","240.0","2"
"frank lloyd wright","21","0","8","10750","0","1590.0","240.0","2"
"david","21","0","8","10751","0","1590.0","240.0","2"
"anton bruckner","21","0","8","10752","0","1590.0","240.0","2"
"frederic chopin","21","0","8","10753","0","1590.0","240.0","2"
"denmark","21","0","8","10754","0","1590.0","240.0","2"
"ludwig mies van der rohe","21","0","8","10755","0","1590.0","240.0","2"
"benvenuto cellini","21","0","8","10756","0","1590.0","240.0","2"
"richard georg strauss","21","0","8","10757","0","1590.0","240.0","2"
"bedrich smetana","21","0","8","10758","0","1590.0","240.0","2"
"dido","21","0","8","10759","0","1590.0","240.0","2"
"ottorino respighi","21","0","8","10760","0","1590.0","240.0","2"
"johannes brahms","21","0","8","10761","0","1590.0","240.0","2"
"william byrd","21","0","8","10762","0","1590.0","240.0","2"
"giambologna","21","0","8","10763","0","1590.0","240.0","2"
"toccatas","21","0","8","10764","0","1590.0","240.0","2"
"philip johnson","21","0","8","10765","0","1590.0","240.0","2"
"red","21","0","8","10766","0","1590.0","240.0","2"
"horses","21","0","8","10767","0","1590.0","240.0","2"
"john constable","21","0","8","10768","0","1590.0","240.0","2"
"great britain","21","0","8","10769","0","1590.0","240.0","2"
"agnolo bronzino","21","0","8","10770","0","1590.0","240.0","2"
"pablo picasso","21","0","8","10771","0","1590.0","240.0","2"
"kindred spirits","21","0","8","10772","0","1590.0","240.0","2"
"kingdom of spain","21","0","8","10773","0","1590.0","240.0","2"
"paris","21","0","8","10774","0","1590.0","240.0","2"
"alban berg","21","0","8","10775","0","1590.0","240.0","2"
"norma","21","0","8","10776","0","1590.0","240.0","2"
"george frideric handel","21","0","8","10777","0","1590.0","240.0","2"
"krzysztof penderecki","21","0","8","10778","0","1590.0","240.0","2"
"string quartet","21","0","8","10779","0","1590.0","240.0","2"
"cesar pelli","21","0","8","10780","0","1590.0","240.0","2"
"jean-luc godard","21","0","8","10781","0","1590.0","240.0","2"
"guitars","21","0","8","10782","0","1590.0","240.0","2"
"jean-auguste-dominique ingres","21","0","8","10783","0","1590.0","240.0","2"
"ophelia","21","0","8","10784","0","1590.0","240.0","2"
"francisco goya","21","0","8","10785","0","1590.0","240.0","2"
"milan","21","0","8","10786","0","1590.0","240.0","2"
"carl maria von weber","21","0","8","10787","0","1590.0","240.0","2"
"virgil thomson","21","0","8","10788","0","1590.0","240.0","2"
"paolo veronese","21","0","8","10789","0","1590.0","240.0","2"
"diane arbus","21","0","8","10790","0","1590.0","240.0","2"
"siena","21","0","8","10791","0","1590.0","240.0","2"
"leon battista alberti","21","0","8","10792","0","1590.0","240.0","2"
"aram khachaturian","21","0","8","10793","0","1590.0","240.0","2"
"manon lescaut","21","0","8","10794","0","1590.0","240.0","2"
"scottish symphony","21","0","8","10795","0","1590.0","240.0","2"
"the art of painting","21","0","8","10796","0","1590.0","240.0","2"
"ludwig van beethoven's string quartets","21","0","8","10797","0","1590.0","240.0","2"
"jacques-louis david","21","0","8","10798","0","1595.0","160.0","1"
"arnold bocklin","21","0","8","10799","0","1595.0","160.0","1"
"raphael","21","0","8","10800","0","1595.0","160.0","1"
"preludes","21","0","8","10801","0","1595.0","160.0","1"
"paris street; rainy day","21","0","8","10802","0","1595.0","160.0","1"
"alhambra","21","0","8","10803","0","1595.0","160.0","1"
"trees","21","0","8","10804","0","1595.0","160.0","1"
"stephen sondheim","21","0","8","10805","0","1595.0","160.0","1"
"the rape of europa","21","0","8","10806","0","1595.0","160.0","1"
"wolfgang amadeus mozart's symphony no. 40 in g minor","21","0","8","10807","0","1595.0","160.0","1"
"edvard grieg","21","0","8","10808","0","1595.0","160.0","1"
"alberto giacometti","21","0","8","10809","0","1595.0","160.0","1"
"denis diderot","21","0","8","10810","0","1595.0","160.0","1"
"giuseppe arcimboldo","21","0","8","10811","0","1595.0","160.0","1"
"igor stravinsky","21","0","8","10812","0","1595.0","160.0","1"
"seven","21","0","8","10813","0","1595.0","160.0","1"
"maurice ravel","21","0","8","10814","0","1595.0","160.0","1"
"the surrender of breda","21","0","8","10815","0","1595.0","160.0","1"
"death and the maiden","21","0","8","10816","0","1595.0","160.0","1"
"brittany","21","0","8","10817","0","1595.0","160.0","1"
"franz peter schubert","21","0","8","10818","0","1595.0","160.0","1"
"the hay wain","21","0","8","10819","0","1595.0","160.0","1"
"diego velazquez","21","0","8","10820","0","1595.0","160.0","1"
"william","21","0","8","10821","0","1595.0","160.0","1"
"gustav holst","21","0","8","10822","0","1595.0","160.0","1"
"marcel duchamp","21","0","8","10823","0","1595.0","160.0","1"
"edward elgar","21","0","8","10824","0","1595.0","160.0","1"
"germany","21","0","8","10825","0","1595.0","160.0","1"
"odilon redon","21","0","8","10826","0","1595.0","160.0","1"
"swans","21","0","8","10827","0","1595.0","160.0","1"
"renzo piano","21","0","8","10828","0","1595.0","160.0","1"
"los angeles","21","0","8","10829","0","1595.0","160.0","1"
"republic of india","21","0","8","10830","0","1595.0","160.0","1"
"william blake","21","0","8","10831","0","1595.0","160.0","1"
"saxophone","21","0","8","10832","0","1595.0","160.0","1"
"adolf hitler","21","0","8","10833","0","1595.0","160.0","1"
"clouds","21","0","8","10834","0","1595.0","160.0","1"
"olympia","21","0","8","10835","0","1595.0","160.0","1"
"moscow","21","0","8","10836","0","1595.0","160.0","1"
"constantin brancusi","21","0","8","10837","0","1595.0","160.0","1"
"shopping malls","21","0","8","10838","0","1595.0","160.0","1"
"finland","21","0","8","10839","0","1595.0","160.0","1"
"turandot","21","0","8","10840","0","1595.0","160.0","1"
"belshazzar's feast","21","0","8","10841","0","1595.0","160.0","1"
"edward hopper","21","0","8","10842","0","1595.0","160.0","1"
"francis bacon","21","0","8","10843","0","1595.0","160.0","1"
"gothic revival","21","0","8","10844","0","1595.0","160.0","1"
"anthony van dyck","21","0","8","10845","0","1595.0","160.0","1"
"bridges","21","0","8","10846","0","1595.0","160.0","1"
"blue","21","0","8","10847","0","1595.0","160.0","1"
"english horn","21","0","8","10848","0","1595.0","160.0","1"
"walter gropius","21","0","8","10849","0","1595.0","160.0","1"
"felix mendelssohn","21","0","8","10850","0","1595.0","160.0","1"
"henryk gorecki","21","0","8","10851","0","1595.0","160.0","1"
"clarinets","21","0","8","10852","0","1595.0","160.0","1"
"ando hiroshige","21","0","8","10853","0","1595.0","160.0","1"
"fur traders descending the missouri","21","0","8","10854","0","1595.0","160.0","1"
"jose clemente orozco","21","0","8","10855","0","1595.0","160.0","1"
"charles demuth","21","0","8","10856","0","1595.0","160.0","1"
"piero della francesca","21","0","8","10857","0","1595.0","160.0","1"
"terry riley","21","0","8","10858","0","1595.0","160.0","1"
"skulls","21","0","8","10859","0","1595.0","160.0","1"
"cuba","21","0","8","10860","0","1595.0","160.0","1"
"romeo and juliet","21","0","8","10861","0","1595.0","160.0","1"
"the artist's studio: a real allegory of a seven year phase in my artistic and moral life","21","0","8","10862","0","1595.0","160.0","1"
"republic of cuba","21","0","8","10863","0","1595.0","160.0","1"
"paul gauguin","21","0","8","10864","0","1595.0","160.0","1"
"melos","21","0","8","10865","0","1595.0","160.0","1"
"jeff koons","21","0","8","10866","0","1595.0","160.0","1"
"henry purcell","21","0","8","10867","0","1595.0","160.0","1"
"louis henri sullivan","21","0","8","10868","0","1595.0","160.0","1"
"london","21","0","8","10869","0","1595.0","160.0","1"
"volcanoes","21","0","8","10870","0","1595.0","160.0","1"
"michelangelo di lodovico buonarroti simoni","21","0","8","10871","0","1595.0","160.0","1"
"georg frideric handel","21","0","8","10872","0","1595.0","160.0","1"
"clarinet","21","0","8","10873","0","1595.0","160.0","1"
"children","21","0","8","10874","0","1595.0","160.0","1"
"the battle of algiers","21","0","8","10875","0","1595.0","160.0","1"
"chicago","21","0","8","10876","0","1595.0","160.0","1"
"max beckmann","21","0","8","10877","0","1595.0","160.0","1"
"jean-antoine watteau","21","0","8","10878","0","1595.0","160.0","1"
"voltaire","21","0","8","10879","0","1595.0","160.0","1"
"cats","21","0","8","10880","0","1595.0","160.0","1"
"john the baptist","21","0","8","10881","0","1595.0","160.0","1"
"rembrandt's self-portraits","21","0","8","10882","0","1595.0","160.0","1"
"songs without words","21","0","8","10883","0","1595.0","160.0","1"
"gretchen at the spinning wheel","21","0","8","10884","0","1595.0","160.0","1"
"max schmitt in a single scull","21","0","8","10885","0","1595.0","160.0","1"
"hungary","21","0","8","10886","0","1595.0","160.0","1"
"washington crossing the delaware","21","0","8","10887","0","1595.0","160.0","1"
"the miracle of the slave","21","0","8","10888","0","1595.0","160.0","1"
"gian lorenzo bernini","21","0","8","10889","0","1595.0","160.0","1"
