"CATEGORY","CLUE","COUNT","DIFFICULTY"
"20","its headwaters are at  lake itasca, and it is joined at cairo [kay- roh], illinois by the ohio river.","1","1"
"22","for 10 points, name this economist who wrote the general theory of employment, interest, and money and argued for deficit spending during economic crises.","1","4"
"22","in one work, this anti-mercantilist philosopher noted that it wasn't benevolence, but self- interest, that made ""the butcher, the brewer, or the baker"" offer their services.","1","1"
"15","this is, for 10 points, what nobel laureate from st.","1","7"
"17","the infoldings in their inner membrane are known as cristae, and they possess a fluid-filled space known as the matrix, which contains dna.","1","3"
"14","this god sometimes dwells in the hall of valaskjalf, where he sits on his chair hlidskjalf.","1","9"
"18","this battle started after harry heth  sent johnston pettigrew to allegedly look for shoes.","1","2"
"25","this man used the example of light striking the mineral porphyry to claim that the ideas of redness and whiteness are not actually in that rock.","1","4"
"18","once ruled by a family including prince henry the navigator, for 10 points, name this country on the iberian peninsula, the colonizer of brazil and site of a 1755 earthquake in lisbon.","1","3"
"19","he fathered the sons gershom and eliezer on zipporah, daughter of jethro, a priest of midian.","2","6"
"19","this book is better known for its third chapter, which says all have sinned and fallen short of the glory of god, as well as its tenth chapter, which includes a request to confess ""jesus is lord.""","1","7"
"14","this god abducted his wife from  demeter and forced her to stay with him after she ate pomegranate seeds.","1","1"
"17","the change in this quantity is proportional to density times head loss, and is inversely proportional to the fourth power of pipe radius.","1","4"
"18","ftp, name this frankish king who was named holy roman emperor in 800.","1","6"
"22","for 10 points, name this man who had people administer electric shocks in his obedience experiment.","1","6"
"21","in this country, gustavo  alatriste produced several movies starring his wife silvia pinal.","1","9"
"21","another artist from here depicted the motion of a small black animal walking alongside its owner in his dynamism of a dog on a leash as part of a movement that glorified automobiles and mechanized violence, futurism.","1","4"
"20","a sandstorm legendarily destroyed the city of hanlin, one of the pyu city states along this body of water that began to decline due to incursions by the  nanzhao kingdom.","1","8"
"14","suttung and this god engaged in a chase in the form of eagles after this deity stole the mead of poetry.","1","6"
"14","rampaging horses caused his son hippolytus to crash his chariot and die, and his mortal father committed suicide when this man forgot to change the sails on his ship.","1","3"
"25","written by its author to expand the ideas in his encyclopedia of the philosophical sciences, ftp, name this exhaustive moral treatise by hegel.","1","9"
"20","tourists to this country are often convinced to stick forks into their hair to defend against ""drop bear"" attacks.","1","7"
"14","grid gave this god iron gloves, which this god used to catch a molten ingot and slay the giant geirrod.","1","3"
"15","the title character of this novel steals arsenic from homais.","1","6"
"21","for ten points, name this romantic german composer of a german requiem and a set of 21 hungarian dances.","1","3"
"15","for 10 points, name this novel featuring the pilot yossarian, a novel by joseph heller.","1","3"
"25","he argued that the use of money that doesn't naturally depreciate destroyed natural limits on accumulating wealth.","1","4"
"14","in one myth, this figure fell in love with leuce and turned her into a white poplar tree after her death.","1","1"
"18","establishing bases in goa, malacca, and hormuz, the end of this country's aviz dynasty greatly weakened their colonial ambitions.","1","7"
"20","this city built the longest bridge in europe for its hosting of expo 98.","1","6"
"15","in addition to ""wild nights  wild nights!""","1","7"
"19","in the navjote ceremony, members of this faith tie a girdle made of 72 threads around their waists, known as the kushti.","1","3"
"18","portugal thought that this site of the kingdom of axum was home to the legendary prester john.","1","4"
"18","for 10 points, name this first secretary of the treasury who is on the ten dollar bill.","1","2"
"22","in his most famous experiment, he placed ""learners"" in a separate room where they were asked questions by the participant, who was instructed by a man in a white lab coat to shock them if they got the answer wrong.","1","6"
"22","for 10 points, name this german thinker who wrote the protestant ethic andthe spirit of capitalism.","1","7"
"16","the main characters illegally obtain a police car and wake up to find mike tyson's tiger in their bathroom.","1","3"
"15","this poet claimed that ""after-comers cannot guess the beauty been"" in a poem about the felling of his ""aspens dear.""","1","7"
"17","the burton process of thermal cracking employs the ""destructive"" form of this technique.","1","3"
"16","henry hunt and mary fildes were among the speakers at this event, whose aftermath saw the arrest of samuel bamford and charges of rampant alcoholism were leveled at major trafford and captain hugh birley.","1","7"
"15","monsieur  lheureux drives this novel's central couple to financial ruin, after which its title character persuades justin to open a container of arsenic and swallows a fatal dose.","1","6"
"18","for 10 points, name this perennial presidential candidate and great compromiser, who was from kentucky.","1","3"
"22","for 10 points, name this austrian author of civilization and its discontents and the interpretation of dreams.","1","2"
"17","long range ordering phenomena cause unpaired electrons in materials with this property to spin parallel to each other.","1","3"
"15","the protagonist of this novel tears up the number of a woman in rome who calls him a pig but sleeps with him anyway, luciana.","1","3"
"25","this thinker claimed that anyone who could read phenomenology of mind ""without feeling as if he were in a madhouse, would qualify as an inmate for bedlam.""","1","7"
"16","a character in this show attempts to commit suicide in his jaguar sedan, but is thwarted when the car fails to start.","1","4"
"21","his biggest hit was a rendition of ""my favorite things,"" which came a year after his first album of original songs, which included ""naima"" and the title track, ""giant steps.""","1","6"
"21","another of his chamber works substitutes a double bass for the usual second violin and has a fourth movement based on his earlier song ""die forelle,"" from which it gets its nickname.","1","4"
"17","another form of this quantity is equal to the ration of the shear stress and the shear velocity, and the reynolds number is inversely proportional to this quantity.","1","6"
"19","a popular image shows this religion's founder smiling at the taste of vinegar thattwo other men dislike.","1","7"
"14","after insulting the gods, this figure fled to franang's falls disguised as a salmon.","1","2"
"22","the""frictional"" variety of this phenomenon might be reduced by advances in information technology.","1","6"
"14","for 10 points, name this destroyer god of thehindu trimurti.","1","5"
"17","for 10 points name this double-membraned organelle, the main site of atp production.","1","3"
"25","the number of positive real roots of a polynomial can be found by this man's rule of signs.","1","1"
"22","this man who stated ""in the long run we're all dead"" disagreed with the decision by the ""heavenly twins"" to impose heavy war  reparations on germany in the treaty of versailles, as detailed in his book the economic consequences of the peace.","1","3"
"21","this composer of two string sextets loved the naturalhorn and wrote a trio in e-flat for that instrument, violin, and piano.","1","6"
"18","a reformer who argued for a purelysymbolic eucharist at the marburg colloquy was from here, as is a group of mercenaries who dress in blueand yellow stripes to protect the pope.","1","5"
"22","this economist called for governments to counter cyclical unemployment, and claimed that the reparations imposed on germany would lead to hyperinflation and economic stagnation in economic consequences of the peace.","1","4"
"14","in one story, this figure is given gloves and a magical belt by grid, which he uses to kill gerriod.","1","3"
"20","expo '98 was held in this city, which was at one point ruled by the children of sabur the slav.","1","7"
"21","he dedicated his violin concerto and his double concerto for cello and violin to the hungarian violinist joseph joachim, with whom he frequently collaborated.","1","3"
"18","supporters of thaksin shinawatra have waged a violent campaign in, for 10 points, what asian country's capital of bangkok?","1","5"
"22","this man found that people in cities were less helpful than those in small towns in a study comparing parisians and norwegians.","1","3"
"17","it can be defined as the square root of quantity specific heat ratio times ideal gas constant timestemperature, or as bulk modulus over density.","2","9"
"25","this thinker argued for greater participation in community life in his rebuttal of lippmann's the public phantom entitled the public and its problems.","1","7"
"25","for 10 points, name this scottish philosopher, author of an enquiry concerning human understanding.","1","3"
"17","one wikipedia page for a synthesis reaction of these compounds says they form from a reaction of a monosubtituted amide with phosphorous pentachloride.","1","8"
"25","this author of the birth of tragedy is also known for a statement in the gay science.","1","2"
"26","this countrys banks own by far the biggest part of greeces national debt.","1","3"
"25","for 10 points, name this english thinker who claimed that men have the right to ""life, liberty, and property"" and wrote essay concerning human understanding.","1","6"
"14","he once disguised himself as a bride and flew in his goat-driven chariot to reclaim a prized weapon.","1","5"
"18","aleksandr suvorov put down a 1794 rebellion in this country led by tadeusz kociuszko [tah-day-oosh kaw-shoosh-kaw].","1","6"
"25","lying would be considered immoral by this author of ""perpetual peace"" because, according to him, the morality of an action depends on whether or not it is a universal law.","1","3"
"26","is responsible for numerous cases of cancer among various southamerican leaders.","1","1"
"21","an intermezzo is surrounded by two marches in a suite by this composer that quotes tunes such as ""seventeen come sunday.""","1","5"
"25","this philosopher believed that many writers make claims about what should be based on evidence of what is, leading to the is-ought problem, which he attempted to explain with his namesake fork.","1","4"
"15","bero imprisons his father in this author's madmen and specialists.","1","4"
"14","the image of this figure on his mount is associated with three interlocking triangles, the valknut.","1","6"
"15","in that poem, he described how ""a smell of dead limes quickens in the nose"", representing ""the leprosy of empire"" recalled by the ""disjecta membra"" of the title place.","1","7"
"17","classifications of these substances include foams, aerosols, and gels, depending onthe states of the continuous and dispersed phases.","1","6"
"17","the outlet streams of this process are called the bottoms and overhead.","1","3"
"15","for ten points, name this reclusive ""belle of amherst"", whose ""i heard a fly buzz when i died"" and ""because i could not stop for death"" have often been set to music.","1","7"
"17","the tyndall effect describes light scattering through this type of substance, which is characterized by separate continuous and dispersed phases.","1","6"
"22","for 10 points, name this quantity that represents the costof borrowing money.","1","1"
"21","the all-time best-selling album of gregorian chant, simply titled chant, was recorded by a benedictine monastery in this country.","1","8"
"21","he included student songs such as ""we have built a stately house"" and ""gaudeamus igitur"" in a piece this man composed upon receiving an honorary doctorate from the university of breslau.","1","3"
"25","this author of groundwork on the metaphysics of morals, in which he introduced his categorical imperative, also wrote a work splitting synthetic and analytic judgments into a priori and a posteriori types.","1","4"
"14","this god's wife was sigyn, who bore him a son, narfi.","1","2"
"17","when monomeric, this protein is globular and prefixed by the letter f.","1","5"
"17","coercivity and remanence are characteristic properties of materials with this property that increases in discrete steps as shown by the barkhausen effect.","1","3"
"19","the younger son of amram and jochebed and the brother of miriam, he brought a variety of plagues on the land of egypt to convince the pharaoh to release the israelites.","1","6"
"14","this goddess loses a contest over whether men or women  enjoy sex more.","1","5"
"22","he studied how children understand that things that can no longer be seen  still exist, a theory he called object permanence.","1","3"
"20","parts of it once saw the breeding of wild horses known as takhi, while even farther north in the same country is the selenge river and its tributary, the orhon.","1","6"
"17","in a modern version of that form, liquids are forced through a sorbent column at high pressure.","1","4"
"21","this composer used a piece by keler bela as the basis for the fifth of his [*] hungarian dances, and he incorporated a multitude of instruments, including a piccolo and a timpani, in his tragic overture.","1","3"
"19","this figure was born as a lion, several times as a demi god, and a humanin his twenty-six incarnations prior to to his last birth.","1","8"
"19","adult members of this religion are considered members of the khalsa order and wear a bracelet, a comb, and a kirpan dagger.","1","8"
"21","for 10 points, name this german composer of four symphonies, the academic festival overture, and a famous lullaby.","1","6"
"21","this painter showed the winds of change blowing in from the left as a man stands amid a crowd, in his depiction of a national assembly.","1","3"
"17","the differentiation of the equation of state for a relativistic fluid with respect to rest energy under constant entropy can be used to determine the square of this quantity as per the relativistic euler equations.","1","9"
"14","agamemnon was advised to sacrifice iphigenia to appease this goddess, who was so offended by king oeneus's failure to sacrifice to her that she sent the calydonian boar as retribution.","1","7"
"15","in another of this authors works, a schoolgirl named may sends the protagonist letters as he searches for his missing cat and wife, kumiko.","2","5"
"15","a long-undeciphered prophecy in this novel predicts a boy will be devoured by  ants.","1","3"
"21","for 10 points, name this american composer of fanfare for the common man and appalachian spring.","3","6"
"17","the krebs cycle occurs in it, producing much of the cell's atp.","1","3"
"19","its two sects are known as svetambara and digambara, meaning white clad and sky-clad.","1","3"
"25","that book attempts to prove the existence of a priori synthetic propositions.","1","6"
"15","it begins with a character facing the firing squad and remembering when his father took him to see ice for the first time.","1","3"
"14","this god was the third sun until the dark mirror stole his first  wife, which forced him to wallow in despair until he blew up; however, he later married chalchiuhtlicue.","1","7"
"18","the left-wing armed forces movement was from this country, whose rule of one of its colonies was opposed by frelimo.","1","7"
"20","for 15 points, name this archipelago between its namesake sea and the bay of bengal which forms a union territory of india with the nicobar islands.","1","9"
"22","okun's law posits that a one percent increase in this quantity leads to a two percent decrease in gdp.","1","6"
"20","the apollonia art and film festival derives from this seas greek and roman name, and takes place on its coastal city of sozopol.","1","4"
"20","its islands of kiska and attu were occupied by japan during world war ii, and unimak is the easternmost of those aleutian islands.","1","5"
"21","the title figure blesses a kneeling penitent in front of an arch rendered from a very low perspective in his now-destroyed st.","1","8"
"22","one book published by this author consists of a tape-recorded conversation in which this author discusses topics like istanbul, slavery, and john wayne with james baldwin; in addition to a rap on race, this author wrote of the aggressive mundugumor people and the tchambuli lake region's [*] female-dominated society.","1","3"
"15","this poet of ""lily's menagerie"" described ""the poet's sarcophagus"" adorned with a book written about the ""beauty of life"" in another poem.","1","9"
"17","for 10 points, name this physical quantity of disorder.","1","3"
"22","this author of economy and society gave a lecture that implicates the titular activity in the ""disenchantment of the world.""","1","7"
"20","the nicholas channel borders the north of this nation, which also contains the isla de la juventud.","1","6"
"18","this leader set up the sunderlal committee to investigate a police action called operation polo.","1","7"
"20","this region's nemegt basin was where the first recognized dinosaur eggs were discovered.","1","6"
"25","for 10 points, name this author of the origins of totalitarianism.","1","7"
"14","more permanent figures of this god were typically carved out of jadeite.","1","7"
"17","the principle of equalization of this quantity states that for a chemical compound, this quantity is the geometric mean of that of the compound's constituent elements.","1","3"
"21","for 10 points, name this composer who wrote eine kleine nachtmusik and variations on the melody that became twinkle, twinkle, little star.","1","6"
"21","the international guild of this instrument is currently headed by david hickman.","1","7"
"21","this artist depicted the first title character depositing the head of the second title character in a bag while under a pink tent in his judith and holofernes.","1","9"
"14","frost, disease, and the end of the world were three consequences of breaking the jugs possessed by this god, whose second wife was a river goddess named for her jade skirt.","1","7"
"14","this god is often depicted trampling a  dwarf representing ignorance in the form of nataraja, the lord of the dance.","1","5"
"26","the ghouta attack in this country in august 2013 caused u.s.","1","3"
"19","those who have undergone the amrit sanchar, or baptismal ceremony, can be considered ""pure,"" or ""khalsa,"" in this faith.","1","6"
"22","marcel maussrefuted this man's claim that the gimwali system functioned as  reciprocal exchange betweenindividuals.","1","5"
"25","jacques derrida used the example of masturbation to illustrate his reworking of this thinker's concept of the supplement.","1","8"
"19","in one story, he made the bitter waters at marah sweet by throwing in a tree that god showed to him.","1","6"
"17","it can be found in long traveling chains, and the malate-aspartate shuttle is used between it and the cytosol.","1","3"
"22","along with edmund phelps, this predictor of stagflation outlined the ""natural rate of unemployment,"" and he coauthored free to choose with his wife.","1","3"
"18","this politician was passed over as a presidential candidate twice, by william henry harrison and zachary taylor, who were elected as whigs.","1","3"
"14","his chariot is pulled by a pair of goats.","1","6"
"17","another variety of it was seminally used to separate plant pigments for the first time; in that variety, various components of a plant extract rise up a paper at different speeds.","1","4"
"17","the way that this phenomenon adjusts to an applied magnetic field in uneven bursts is described by the barkhausen effect.","1","3"
"19","for 10 points, name this religion that practices ahimsa, or non-violence.","1","6"
"25","this man's longest book claims that personal identity is a mere ""bundle"" of perceptions, and downplays the strength of reason in its second part, ""of passions.""","1","7"
"18","during the revolutionary war, lord cornwallis defeated nathanael greene at the battle of guilford court house in this state.","1","7"
"26","in july 2015, this countrys leader made a palestinian refugee girl sob on live tv.","1","3"
"21","this work references the parthenon frieze through its inclusion of the chariot of helios, and contains a relief often cited as the oldest extant example of continuous narration.","1","9"
"17","they canbe formed following a supernova, and one of them is believed to be at the  center of the milky way.","1","1"
"26","during this mans campaign for his partys presidential nomination, he attacked chris christie for his support of obama-era warrantless wiretapping.","2","8"
"21","one of this composer's works intersperses the words of the gospel with the lyrics of picander, including the aria ""eli, eli, lama sabachthani.""","1","3"
"19","it is likely that the object of their worship is the former fatimid caliph al-hakim.","1","7"
"14","this god tricked alviss into getting petrified.","1","2"
"19","for 10 points, name this non-violent indian religion founded by the last tirthankara, mahavira.","1","6"
"14","for 10 points, name this hindu god of fire.","1","8"
"18","in addition to that caudillo named juan manuel de rosas, another ruler of this nation was supported by the descamisados.","1","6"
"17","the base unit in the si system for this quantity is defined by a cylinder made mostly of platinum.","1","6"
"21","for 10 points, name this country home to niccol paganini and the most common language of musical notation.","1","4"
"16","in sweden, an extremely expensive type of this product can be found at moose house.","1","7"
"17","mreb is this protein's major prokaryotic homologue.","1","5"
"17","a value describing this phenomenon appears in the denominator of the soret coefficient, which governs deviations from its usual behavior with changes in temperature.","1","7"
"18","jorge rafael videla was president of this country during the dirty war, when thousands of its citizens were forced to disappear.","1","6"
"22","this author combined the ""death instinct"" that he postulated in his beyond the pleasure principle with the theories of his totem and taboo in the work civilization and its discontents.","1","6"
"26","this man was prosecuted in the ""rubygate"" scandal, which involved karima el-mahroug, the supposed relative of hosni mubarak.","1","6"
"14","this goddess slayed the giants tityos and gration and turned arethusa into a fountain.","1","7"
"25","he is considered to have founded analytic geometry by publishing his la geometrie, and created the x, y, z axis notation on the standard rectangular coordinate system, which is also sometimes named for him.","1","3"
"19","this man's mother trishala was a notable follower of lord parshvanath, but this figure added a fifth great vow to parshvanath's four.","1","8"
"19","this holiday is occasionally called the season of rejoicing, or  zman simchateinu.","1","7"
"19","this religion also celebrates the day of enlightenment for gautam swami and his master, a sage named vardhamana who taught about five vows that include asteya and aparigraha.","1","6"
"17","its most common oxidation state causes it to appear blue in solution.","1","7"
"21","that work prominently features gray umbrellas.","1","9"
"26","ftp fargo is the largest city in what state with capital at bismarck","2","6"
"22","okun's law predicts a 2.5 percent gap in gdp for every additional one percent rise in the rate of this.","1","6"
"22","his most famous experimentfound that children who viewed an object being attacked by adults proved more likely to demonstrate aggressivebehavior themselves.","1","7"
"18","in this man's youth, he called upon st.","1","3"
"14","the most famous story about this god details how his attempt to stop his father from seeing his mother in the bath, resulting in his decapitation.","1","7"
"21","this man unusually had the chorus sing in all four movements of his first symphony, a sea symphony, but is better known for a piece based on a george meredith poem about an upward-moving bird.","2","5"
"14","this god is alternatively called pashupati and resides as a yogi in mount kailash.","1","3"
"15","for 10 points, identify this author of ""the fall of the house of usher"" and ""the raven.""","1","2"
"14","inwelsh mythology, bran keeps ones with red ears.","1","8"
"17","for 10 points, name this thermodynamic quantity, higher for gases than for liquids or solids, the measure of disorder in a system.","1","6"
"21","hislast and largest work was a large divided oval: butterfly in berlin.","1","8"
"18","he met victor emmanuel ii at teano, and he led the expedition of the thousand with the redshirts to defeat the kingdom of the two sicilies.","1","3"
"18","this man resolved an electoral college deadlock in what became known as the corrupt bargain.","1","3"
"25","for 10 points name this author of ""the fixation of belief"" and ""how to make our ideas clear"", one of the founders of pragmatism.","1","7"
"18","oneof this nation's prime ministers overthrew its second king during the goudi coup.","1","5"
"17","many groups struggled to produce it by epitaxial growth or intercalation of its quotidian parent compound, but the breakthrough in fabrication depended on 3m scotch tape.","1","8"
"20","21 this nation celebrates baron bliss day in honor of a man who donated his fortune to this country.","1","8"
"16","ftp, name this magnum opus ""presented in a geometrical order,"" by baruch spinoza.","1","7"
"20","the world's only desert-dwelling bear lives in this desert, along with other wildlife such as the bactrian camel and marble polecats.","1","6"
"14","this god dresses up in freyas clothes in order to retrieve his hammer from thrym.","1","3"
"25","for 10 points, name this scottish philosopher who wrote a treatise on human nature and an enquiry concerning human understanding.","1","3"
"26","this year, ads from this states republican candidate for governor have linked his opponent with the gang ms-13.","1","6"
"15","in one poem by this author, the speaker hears ""the sweep of easy wind and downy flake"" after his little horse ""gives his harness bells a shake to ask if there is some mistake.""","1","6"
"17","for 10 points, identify this type of magnetism most commonly exhibited by iron.","1","3"
"15","this poet wrote a work describing a skeleton that lives in an attic behind a bed after journeying from the basement because of the title crone.","1","9"
"16","martin scorsese's film no direction home is about this man who released the 2017 album  triplicate.","1","3"
"17","its discontinuous nature in mixing was the subject of the gibbs paradox, and its tendency to increase is the subject of the second law of thermodynamics.","1","7"
"21","for 10 points, name this renaissance artist of the triumphs of caesar series who is most famous for his use of foreshortening in a work in which the viewer looks directly at the feet of the titular character, the dead christ.","1","9"
"17","in the canonical ensemble, this quantity is proportional to the natural log of the partition function.","1","8"
"15","for 10 points, name this chilean poet of twenty love poems and a song of despair.","7","6"
"14","this female figure ate an uncontaminated head of lettuce which caused the conception of a child.","1","5"
"18","for 10 points, name this country which colonized brazil with capital at lisbon.","1","3"
"17","this protein has an abnormally high pka value when an ion pair is generated between a histidine and an aspartic acid residue, which occurs when the proton concentration around this protein is high.","1","6"
"25","this thinker used the phrase fell dead-born from the press to describe the reception of his first philosophy book.","1","4"
"18","hrodgaud [rood-gowd] of friuli [frew-lee] rebelled against this ruler after the siege of pavia, and he exiled his son  pippin the hunchback for another uprising.","1","3"
"18","this man was called by holy roman emperor charles v to the diet of worms .","1","3"
"25","claiming that he has no wisdom in apology, for 10 points, identify this main speaker of the republic and other platonic dialogues whose opposition to athenian democracy led to his trial and eventual suicide.","1","2"
"21","using nine cameras mounted on a car in a three-by-three grid, this artist created four films that slowly move down the same forest road, each during a different season.","1","8"
"15","for 10 points, name this french playwright of andromaque and phdre.","1","8"
"14","a man who promised to sacrifice to this god the first living thing he saw upon returning home from the trojan war was a cretan king named idomeneus.","1","9"
"22","in one of his works, he describes an economic system in which red shell necklaces are traded clockwise and white shell bracelets are traded counter-clockwise among islands in the trobriands.","1","5"
"18","for 10 points, what kingdom united with lithuania to form a commonwealth?","1","6"
"25","for 10 points, name this author of tractatus logico-philosophicus.","1","4"
"18","this country opposed the antonianism of kimpa vita and had earlier converted nzinga a nkuwu to christianity.","1","7"
"17","for 10 points, name this property that is said to measure the disorder in a system.","1","4"
"22","in one interview, this person noted that cybernetics became a social science in the soviet union while it evolved into systems theory in the united states.","1","3"
"19","the most recent tirathankar, generally considered the founder of this religion, was vardhamana, who is also known as mahavira.","1","3"
"21","a cash register can be seen in the back, and a building within this painting is similar to the one appearing in its artist's  early sunday morning.","1","2"
"19","for 10 points, name this religion that reveres the eight immortals and the jade emperor, a belief system founded by lao tzu.","1","7"
"17","like chromium, this element's plus-two hexa-aquo ions are not octahedral, owing to a jahn teller distortion.","1","7"
"21","he paid homage to schubert in his eight valses nobles et sentimentales, and composed ""lever du jour,"" often translated as ""daybreak,"" for a ballet based on a book by longus.","1","7"
"17","a quantity represented z-star is divided by the square of the covalent radius in one definition of this quantity,and higher atomic values of this quantity make for better leaving groups in sn2 reactions.","1","3"
"15","the narrator of another poem by this author claims ""i, being poor, have only my dreams"" and warns ""tread softly because you tread on my dreams.""","1","9"
"15","for 10 points, name this american poet who wrote ""stopping by woods on a snowy evening,"" and whose ""the road not taken"" begins ""two roads diverged in a yellow wood.""","1","6"
"21","this composer worked on a set of eighteen choral preludes late in life, and his earlier similar collections are called the schbler chorales and the orgelbchlein [or-gel-boo-kline].","1","3"
"18","an a  rmative action policy for this country's indigenous people was implemented by the new economic policy a ter race riots on may 13, 1969.","1","8"
"17","with liquid, gas, and column types, this term describes any technique wherein a mobile phase is passed through a stationary phase, such as a strip of filter paper.","1","4"
"25","this philosopher's later works discuss the oneness of the earth, the sky, divinities, and mortals as the ""fourfold.""","1","9"
"14","he married the jade-skirted chalchiuhtlicue after his first wife xochiquetzal was stolen by tezcatlipoca.","1","7"
"22","for 10 points, name this psychologist best known for his namesake experiment on obedience to authority.","1","4"
"15","for 10 points, name this chilean poet who stated, ""tonight i can write the saddest lines"" in his twenty love poems and a song of despair.","1","3"
"17","salts of this element are the most common co-catalysts for atom-transfer radical polymerization.","1","7"
"15","in a very short piece by this man, the speaker argues for the existence of god because the number of birds he saw fly by his window is definite but inconceivable.","1","7"
"15","out!,"" while silas is the title character of one poem, who is eventually found by warren ""huddled against the barn-door.""","1","6"
"15","lucian poet of a far cry from africa and omeros.","1","7"
"17","molecular orbital theory can explain the relationship between it and absolute hardness in lewis acid- base complexes.","1","3"
"14","the epithet jatin refers to this gods matted hair, which is also usually depicted turning into a river.","1","4"
"25","the dominant edition of this philosopher's works was revised in the 70s by p.h.","1","7"
"22","for 10 points, name this economist who championed countercyclical spending by issuing debt in his general theory.","1","6"
"25","for 10 points, name this french mathematician and philosopher who may be better known for the statement ""i think, therefore i am.""","1","3"
"22","he included the volumes ""the origins of table manners"" and ""the raw and the cooked"" in his tetralogy mythologiques.","1","7"
"21","another piece by this composer opens with the double basses playing arpeggios on all four open strings accompanying a contrabassoon solo.","1","7"
"17","an early application of this phenomenon was george gamows  explanation of alpha decay.","1","7"
"25","this man rebuked meinong for not distinguishing between meaning and notation and outlines three forms of the titular distinguishing phrases in an essay that examined the phrase ""the king of france is bald.""","1","6"
"14","this god journeyed with thialfi and loki to visit  utgard-loki, who had this god attempt to drink from the sea, wrestle old age, and lift the paw of a large cat.","1","3"
"20","for 10 points, name this country whose states include victoria and queensland, which has cities like perth and its capital, canberra.","1","2"
"14","falsely accused of stealing from the flock of eurytus, this man threw iphitus off of a cliff.","1","5"
"22","for 10 points, name this practice constitutionally protected by roe v.","1","8"
"25","however, this thinker is better known for a work about a figure defined by stock phrases and cliches who is brought to the house of justice.","1","7"
"16","in 2008, this figure challenged the korean pop star rain to a dance-off.","1","3"
"16","chow in, for 10 points, what 2009 movie starring bradley cooper and zach galifinakis, about a night in vegas gone awry?","1","3"
"14","this being accused at least three gods of incest at a feast which he departed in the form of a salmon.","1","4"
"26","republicans darrell issa and kevin mccarthy are from, for 10 points, what state that is mostly represented in congress by democrats, such as kamala harris.","1","7"
"21","a paul verlaine  poem about moonlight inspired the third movement of his suite bergamasque .","1","5"
"18","for 10 points, name this leader of the protestant reformation.","1","3"
"18","this modern-day country gained its independence with the tydings-mcduffie act.","1","1"
"19","seventh-day adventists reserve this practice for adults, though in most christian denominations it is primarily for infants.","1","1"
"25","he updated plato's theories on childhood and rousseau's emile while founding the laboratory school of chicago, where he stressed socialization and learning by doing.","1","7"
"19","a prophecy in this religion claims that a comet will turn metal into a river that purifies men.","1","3"
"18","for 10 points, name this kentucky congressman, a ""war hawk"" and three-time presidential loser who earned his reputation with the missouri compromise and the compromise of 1850.","1","3"
"15","this poet described his work as ""the roll, the rise, the carol, the creation"" in his ""to r.b,"" which was addressed to the compiler and popularizer of his work, robert bridges.","1","7"
"17","the fact that this quantity's value at a point for any three distinct planes completelydetermines this quantity's value at that point is known as cauchy's  fundamental theorem of it.","1","8"
"15","this poet wrote of a man who is driven by ""a lonely impulse of delight"" and knows that he shall meet his fate ""somewhere among the clouds above.""","1","9"
"15","another contains sections titled ""loneliness,"" ""house fear,"" and ""the impulse,"" and ends with a man learning of ""finalities / beside the grave.""","1","9"
"21","a style from this country is named for pictures of the floating world and was used to depict fifty-three stations along a road, as well as three boats caught in the title upwelling.","1","7"
"15","a fictionalized version of this author meets ireneo, who can recall things perfectly, in another story by this author.","1","6"
"15","for 10 points, name this american author best known for her poem ""poetry.""","1","8"
"17","1 minus the binary form of this quantity gives a binary symmetric channel's capacity, up to which reliable transmission is possible by the  noisy-channel theorem.","1","7"
"19","this religion reserves the highest level of its seven-tiered heaven for those who have obtained liberation, or moksha.","1","6"
"25","he proposed an early version of democratic peace theory in his essay, ""perpetual peace.""","1","6"
"21","this composer wrote a masque containing ""satan's dance of triumph"" that was based on engravings by blake.","1","5"
"14","as nataraja, this consort of parvati balances on the dwarf apasmara while he dances to end the universe and start the cycle of creation.","1","4"
"19","in this religion, nasty lwa  can create zombies.","1","3"
"15","this author is the exemplar of ""aesthetically appealing, but decadent modernism,"" in contrast to ""fruitful critical realism,"" in an essay titled after a choice between him and the author of ""felix krull.""","1","9"
"15","for 10 points, name this author of an epic poem in which achille and hector vie for the love of helen, omeros.","1","7"
"15","this author describes the title event of one poem as a ""heart's clarion"" and ""world's wildfire"" and states that ""this...","1","7"
"15","the speaker of one of this author's poems receives the title objects, which were ""knitted with threads of twilight and goatskin,"" from mari mori.","1","6"
"20","agriculture in this nation is distinguished between wet farming in and around cities such as kandy in its central portion and dry farming in regions such as its northern jaffna peninsula.","1","4"
"14","he has two wolves named geri and freki and two  ravens named huginn and muninn, and he can see the entire world from hlidskalf , his throne.","1","3"
"19","a different text from this religion describes a talking skull that asks ""how do you know death is bad?""","1","7"
"21","this composers two contemplations initially paired that piece with one that calls for a grand piano and a player piano, and contrasts eerie strings with ragtime music.","1","7"
"14","for 10 points, name this father of magni and modi, husband of golden-haired sif, wielder of the hammer mjolnir, and norse god of thunder.","1","6"
"17","for 10 points, identify this operator which gives the total energy of a system.","1","9"
"21","the brook sings a lullaby as the miller drowns himself in it at the end of a cycle by this composer.","1","4"
"19","some of this religion's practitioners buried flowers and some cremated them after the death of this religion's founder, who had earlier been accosted for sleeping with his feet towards the ka'ba.","1","6"
"17","a team of physicists from mit discovered that lithium gas exhibits this property below 1 kelvin.","1","3"
